study_id,checklist,checklist_item_id,section,topic,reporting_item_number,reporting_item,standardised_section,standardised_subsection,standardised_subsection_note,standardised_reporting_item_elements,standardised_reporting_item_elements_note,,
zhang_2020a,zhang_2020a,zhang_2020a_item4,abstract,structured summary,2,"Provide a structured summary including, as applicable: background; objectives; data sources; study eligibility criteria, participants, and interventions; study appraisal and synthesis methods; results; limitations; conclusions and implications of key findings; systematic review registration number.",Abstract,Abstract,,Report the financial support received for the review,,,
zhang_2020a,zhang_2020a,zhang_2020a_item38,discussion,summary of evidence,24,"Summarize the main findings including the strength of evidence for each main outcome; consider their relevance to key groups (e.g., health care providers, users, and policy makers).",Discussion,Discussion,,Report the implications of the review results,,,
zhang_2020a,zhang_2020a,zhang_2020a_item4,abstract,structured summary,2,"Provide a structured summary including, as applicable: background; objectives; data sources; study eligibility criteria, participants, and interventions; study appraisal and synthesis methods; results; limitations; conclusions and implications of key findings; systematic review registration number.",Abstract,Abstract,,Report the implications of the review results,,,
zhang_2020a,zhang_2020a,zhang_2020a_item38,discussion,summary of evidence,24,"Summarize the main findings including the strength of evidence for each main outcome; consider their relevance to key groups (e.g., health care providers, users, and policy makers).",Discussion,Discussion,,Report the implications of the review results for future research,,,
zhang_2020a,zhang_2020a,zhang_2020a_item40,discussion,conclusions,26,"Provide a general interpretation of the results in the context of other evidence, and implications for future research.",Discussion,Discussion,,Report the implications of the review results for future research,,,
zhang_2020a,zhang_2020a,zhang_2020a_item38,discussion,summary of evidence,24,"Summarize the main findings including the strength of evidence for each main outcome; consider their relevance to key groups (e.g., health care providers, users, and policy makers).",Discussion,Discussion,,Report the implications of the review results for policy,,,
zhang_2020a,zhang_2020a,zhang_2020a_item38,discussion,summary of evidence,24,"Summarize the main findings including the strength of evidence for each main outcome; consider their relevance to key groups (e.g., health care providers, users, and policy makers).",Discussion,Discussion,,Report the implications of the review results for practice,,,
zhang_2020a,zhang_2020a,zhang_2020a_item2,title,title,1a,"Statement of the specific type of moxibustion treatment, such as direct moxibustion or heat-sensitive moxibustion.",Title,Title,,Report the interventions used in each study synthesised in the review,,,
zhang_2020a,zhang_2020a,zhang_2020a_item24,methods,risk of bias across studies,15,"Specify any assessment of risk of bias that may affect the cumulative evidence (e.g., publication bias, selective reporting within studies).",Methodology,Reporting Bias Assessment,,Report the method used to assess for potential risk of bias due to missing studies,,,
zhang_2020a,zhang_2020a,zhang_2020a_item15,methods,study selection,9,"State the process for selecting studies (i.e., screening, eligibility, included in systematic review, and, if applicable, included in the meta-analysis).",Methodology,Selection Process,,Report the method used to assess study eligibility for inclusion in the review,,,
zhang_2020a,zhang_2020a,zhang_2020a_item21,methods,risk of bias in individual studies,12,"Describe methods used for assessing risk of bias of individual studies (including specification of whether this was done at the study or outcome level), and how this information is to be used in any data synthesis.",Methodology,Study Risk of Bias Assessment,,Report the methodology used to assess the risk of bias in studies included in the review,,,
zhang_2020a,zhang_2020a,zhang_2020a_item4,abstract,structured summary,2,"Provide a structured summary including, as applicable: background; objectives; data sources; study eligibility criteria, participants, and interventions; study appraisal and synthesis methods; results; limitations; conclusions and implications of key findings; systematic review registration number.",Abstract,Abstract,,Report the methodology used to assess the risk of bias in studies included in the review,,,
zhang_2020a,zhang_2020a,zhang_2020a_item1,title,title,1,"Identify the report as a systematic review, meta-analysis, or both.",Title,Title,,Report the methodology used to conduct the review,,,
zhang_2020a,zhang_2020a,zhang_2020a_item23,methods,synthesis of results,14,"Describe the methods of handling data and combining results of studies, if done, including measures of consistency (e.g., I2) for each meta-analysis.",Methodology,Synthesis Methods (Methods to Explore Heterogeneity),,Report the methodology used to explore sources of heterogeneity,,,
zhang_2020a,zhang_2020a,zhang_2020a_item25,methods,additional analyses,16,"Describe methods of additional analyses (e.g., sensitivity or subgroup analyses, meta-regression), if done, indicating which were pre-specified.",Methodology,Synthesis Methods (Methods to Explore Heterogeneity),,Report the methodology used to explore sources of heterogeneity,,,
zhang_2020a,zhang_2020a,zhang_2020a_item26,methods,additional analyses,16a,"Describe methods of subgroup analyses in terms of different types of included moxibustion interventions and/or included CM Pattern participants (if applicable), if done, indicating which were pre-specified.",Methodology,Synthesis Methods (Methods to Explore Heterogeneity),,Report the methodology used to explore sources of heterogeneity,,,
zhang_2020a,zhang_2020a,zhang_2020a_item23,methods,synthesis of results,14,"Describe the methods of handling data and combining results of studies, if done, including measures of consistency (e.g., I2) for each meta-analysis.",Methodology,Synthesis Methods (Preparing for Synthesis),,Report the methodology used to prepare the data for statistical synthesis,,,
zhang_2020a,zhang_2020a,zhang_2020a_item8,methods,protocol and registration,5,"Indicate if a review protocol exists, if and where it can be accessed (e.g., Web address), and, if available, provide registration information including registration number.",Other information,Registration and Protocol,,Report the name of the registry for the preregistration/protocol,,,
