study_id,checklist,checklist_item_id,section,topic,reporting_item_number,reporting_item,standardised_section,standardised_subsection,standardised_subsection_note,standardised_reporting_item_elements,standardised_reporting_item_elements_note,X,X.1
zorzela_2016,zorzela_2016,zorzela_2016_item35,Discussion,Summary of evidence,24,"Summarise the main findings, including the strength of evidence for each main outcome.",Discussion,Discussion,,Report any strengths in the review process,,NA,NA
haddaway_2018,haddaway_2018_systematic.review,haddaway_2018_systematic.review_item57,Conclusions,Implications for policy/management,NA,Summarise the state of the evidence base and discuss the way in which the identified evidence may inform policy/practice decision making in relation to the review question. Provide any measure of the uncertainty surrounding the outcome.<a0>,Discussion,Discussion,for policy,Report the implications of the results for policy,,NA,NA
haddaway_2018,haddaway_2018_systematic.map,haddaway_2018_systematic.map_item45,Conclusions,Implications for policy/management,NA,Summarise the state of the evidence base and discuss the way in which the identified evidence may inform policy/practice decision making in relation to the review/map question.,Discussion,Discussion,,Report the implications of the results for policy,,NA,NA
wong_2013a,wong_2013a,wong_2013a_item2,,ABSTRACT,2,"While acknowledging that requirements and house style may differ between journals, abstracts should ideally contain brief details of the study's background, review question or objectives; search strategy; methods of selection, appraisal, analysis and synthesis of sources; main results; and implications for practice. paste.txt?",Abstract,Abstract,,NA,,NA,NA
wong_2013a,wong_2013a,wong_2013a_item3,,INTRODUCTION,3,Explain why the review is needed and what it is likely to contribute to existing understanding of the topic area.,Introduction,Rationale,,Provide a justfification for the report,,NA,NA
wong_2013a,wong_2013a,wong_2013a_item4,,INTRODUCTION,4,State the objective(s) of the review and/or the review question(s). Define and provide a rationale for the focus of the review.,Introduction,Objectives; Rationale,,Report the rationale(s) of the review,,NA,NA
wong_2013a,wong_2013a,wong_2013a_item4,,INTRODUCTION,4,State the objective(s) of the review and/or the review question(s). Define and provide a rationale for the focus of the review.,Introduction,Objectives; Rationale,,Report the objective(s) of the review,,NA,NA
wong_2013a,wong_2013a,wong_2013a_item4,,INTRODUCTION,4,State the objective(s) of the review and/or the review question(s). Define and provide a rationale for the focus of the review.,Introduction,Objectives; Rationale,,Report the question(s) that the review aims to address,,NA,NA
wong_2013a,wong_2013a,wong_2013a_item5,,METHODS,5,Any changes made to the review that were initially planned should be briefly described and justified. paste.txt?,Methodology,Deviations from Protocol,,NA,,NA,NA
muller_2018,muller_2018,muller_2018_item6,NA,NA,NA,Studies are converted to a common reference space,Methodology,Synthesis Methods,,NA,,NA,NA
wong_2013a,wong_2013a,wong_2013a_item7,,METHODS,7,"Where appropriate, show how each of the six guiding principles (pragmatism, pluralism, historicity, contestation, reflexivity and peer review) have been followed. paste.txt?",Methodology,Justification,,NA,,NA,NA
wong_2013a,wong_2013a,wong_2013a_item8,,METHODS,8,Describe and justify the initial process of exploratory scoping of the literature. paste.txt?,Methodology,Justification,,NA,,NA,NA
wong_2013a,wong_2013a,wong_2013a_item9,,METHODS,9,"While considering specific requirements of the journal or other publication outlet, state and provide a rationale for how the iterative searching was done. Provide details on all the sources accessed for information in the review. For example, where electronic databases have been searched, details should include, for example, names of databases, search terms, dates of coverage, and dates last searched. If individuals familiar with the relevant literature and/or topic area were contacted, indicate how they were identified and selected. paste.txt?",Methodology,Information Sources and Search Strategy,,Report the boolean operators used within the scientific literature databases to conduct the literature search,,NA,NA
wong_2013a,wong_2013a,wong_2013a_item9,,METHODS,9,"While considering specific requirements of the journal or other publication outlet, state and provide a rationale for how the iterative searching was done. Provide details on all the sources accessed for information in the review. For example, where electronic databases have been searched, details should include, for example, names of databases, search terms, dates of coverage, and dates last searched. If individuals familiar with the relevant literature and/or topic area were contacted, indicate how they were identified and selected. paste.txt?",Methodology,Information Sources and Search Strategy,,Report any limitations set on the search strategy,,NA,NA
wong_2013a,wong_2013a,wong_2013a_item9,,METHODS,9,"While considering specific requirements of the journal or other publication outlet, state and provide a rationale for how the iterative searching was done. Provide details on all the sources accessed for information in the review. For example, where electronic databases have been searched, details should include, for example, names of databases, search terms, dates of coverage, and dates last searched. If individuals familiar with the relevant literature and/or topic area were contacted, indicate how they were identified and selected. paste.txt?",Methodology,Information Sources and Search Strategy,,Report the date that the literature search was conducted,,NA,NA
wong_2013a,wong_2013a,wong_2013a_item9,,METHODS,9,"While considering specific requirements of the journal or other publication outlet, state and provide a rationale for how the iterative searching was done. Provide details on all the sources accessed for information in the review. For example, where electronic databases have been searched, details should include, for example, names of databases, search terms, dates of coverage, and dates last searched. If individuals familiar with the relevant literature and/or topic area were contacted, indicate how they were identified and selected. paste.txt?",Methodology,Information Sources and Search Strategy,,Report the scientific literature databases used to conduct the literature search,,NA,NA
wong_2013a,wong_2013a,wong_2013a_item9,,METHODS,9,"While considering specific requirements of the journal or other publication outlet, state and provide a rationale for how the iterative searching was done. Provide details on all the sources accessed for information in the review. For example, where electronic databases have been searched, details should include, for example, names of databases, search terms, dates of coverage, and dates last searched. If individuals familiar with the relevant literature and/or topic area were contacted, indicate how they were identified and selected. paste.txt?",Methodology,Information Sources and Search Strategy,,Report any contact with authors of potential studies to retrieve information,,NA,NA
wong_2016,wong_2016,wong_2016_item1,Abstract,,1,"In the title, identify the document as a realist evaluation",Title,Title,,Report the methodology of the review,,NA,NA
wong_2016,wong_2016,wong_2016_item10,Methodology,Environment surrounding the evaluation,8,Describe the environment in which the evaluation took place,Methodology,Setting,,NA,,NA,NA
wong_2016,wong_2016,wong_2016_item11,Methodology,"Describe the programme policy, initiative or product evaluated",9,"Provide relevant details on the programme, policy or initiative evaluated",Methodology,Data Characteristics,,NA,,NA,NA
wong_2016,wong_2016,wong_2016_item12,Methodology,Describe and justify the evaluation design,10,"A description and justification of the evaluation design (i.e. the account of what was planned, done and why) should be included, at least in summary form or as an appendix, in the document which presents the main findings. If this is not done, the omission should be justified and a reference or link to the evaluation design given. It may also be useful to publish or make freely available (e.g. online on a website) any original evaluation design document or protocol, where they exist",Methodology,Protocol,,NA,,NA,NA
