study_id,checklist,checklist_item_id,section,topic,reporting_item_number,reporting_item,standardised_section,language,check 
zhang_2020,zhang_2020,zhang_2020_item43,results,Results,22,Present results of any assessment of risk of bias across studies (see Item 15).,Results,english,km
zhang_2020,zhang_2020,zhang_2020_item44,results,Results,23,"Give results of additional analyses, if done (e.g., sensitivity or subgroup analyses, meta-regression [see Item 16]).",Results,english,km
zhang_2020,zhang_2020,zhang_2020_item45,results,Results,23_extension,"Give results of subgroup analyses based on the different categories of CHM intervention(s) and participants with TCM Patterns (if any), if done.",Results,english,km
zhang_2020,zhang_2020,zhang_2020_item46,discussion,Discussion,24,"Summarize the main findings including the strength of evidence for each main outcome; consider their relevance to key groups (e.g., health care providers, users, and policy makers).",Discussion ,english,km
zhang_2020,zhang_2020,zhang_2020_item47,discussion,Discussion,24_extension,"Summarize how the CHM intervention(s) worked on different TCM Pattern(s) or Western medicine-defined disease(s) with specific TCM Pattern(s). Interpret the main findings in terms of TCM theory, if applicable.",Discussion ,english,km
zhang_2020,zhang_2020,zhang_2020_item48,discussion,Discussion,25,"Discuss limitations at study and outcome level (e.g., risk of bias), and at review level (e.g., incomplete retrieval of identified research, reporting bias).",Discussion ,english,km
zhang_2020,zhang_2020,zhang_2020_item49,discussion,Discussion,26,"Provide a general interpretation of the results in the context of other evidence, and implications for future research.",Discussion ,english,km
zhang_2020,zhang_2020,zhang_2020_item5,abstract,Abstract,2_extension,"Provide the name and form of the CHM intervention(s) used, and the TCM Pattern applied (if any).",Abstract,english,km
zhang_2020,zhang_2020,zhang_2020_item50,discussion,Discussion,26_extension,"When the review targets TCM Pattern(s), or Western medicine-defined disease(s) with specific TCM Pattern(s), a general interpretation of the results about the relationship of the CHM intervention(s) and TCM Pattern(s) should be provided.",Discussion ,english,km
zhang_2020,zhang_2020,zhang_2020_item51,funding,Funding,27,"Describe sources of funding for the systematic review and other support (e.g., supply of data); role of funders for the systematic review.",Other Information,english,km
zhang_2020,zhang_2020,zhang_2020_item6,introduction,Introduction,3,Describe the rationale for the review in the context of what is already known.,Introduction ,english,km
zhang_2020,zhang_2020,zhang_2020_item7,introduction,Introduction,3a_extension,"State the rationale of using particular CHM intervention(s) to target the specific disease(s) and/or TCM Pattern (if any), ideally in terms of TCM theory.",Introduction ,english,km
zhang_2020,zhang_2020,zhang_2020_item8,introduction,Introduction,3b_extension,State the importance of the review.,Introduction ,english,km
zhang_2020,zhang_2020,zhang_2020_item9,introduction,Introduction,4,"Provide an explicit statement of questions being addressed with reference to participants, interventions, comparisons, outcomes, and study design (PICOS).",Introduction ,english,km
zhang_2020a,zhang_2020a,zhang_2020a_item1,title,title,1,"Identify the report as a systematic review, meta-analysis, or both.",Title,english,km
zhang_2020a,zhang_2020a,zhang_2020a_item10,methods,eligibility criteria,6a,"Describe the diagnostic criteria of the target condition in Western medicine, and/or CM Pattern (if any). All criteria utilized should be universally recognized, or reference(s) where detailed explanation can be found should be given.",Methodology,english,km
zhang_2020a,zhang_2020a,zhang_2020a_item11,methods,eligibility criteria,6b,"Specify the types of moxibustion to be included, such as moxa burner moxibustion, natural moxibustion, or heat-sensitive moxibustion.",Methodology,english,km
zhang_2020a,zhang_2020a,zhang_2020a_item12,methods,eligibility criteria,6c,"State whether CM-related outcome(s) were included, such as the change of degree and scope of symptoms and signs related to CM Pattern, or validated Pattern survey, if applicable.",Methodology,english,km
zhang_2020a,zhang_2020a,zhang_2020a_item13,methods,information sources,7,"Describe all information sources (e.g., databases with dates of coverage, contact with study authors to identify additional studies) in the search and date last searched.",Methodology,english,km
zhang_2020a,zhang_2020a,zhang_2020a_item14,methods,search,8,"Present full electronic search strategy for at least one database, including any limits used, such that it could be repeated.",Methodology,english,km
zhang_2020a,zhang_2020a,zhang_2020a_item15,methods,study selection,9,"State the process for selecting studies (i.e., screening, eligibility, included in systematic review, and, if applicable, included in the meta-analysis).",Methodology,english,km
zhang_2020a,zhang_2020a,zhang_2020a_item16,methods,data collection process,10,"Describe method of data extraction from reports (e.g., piloted forms, independently, in duplicate) and any processes for obtaining and confirming data from investigators.",Methodology,english,km
zhang_2020a,zhang_2020a,zhang_2020a_item17,methods,data items,11,"List and define all variables for which data were sought (e.g., PICOS, funding sources) and any assumptions and simplifications made.",Methodology,english,km
zhang_2020a,zhang_2020a,zhang_2020a_item18,methods,data items,11a,"List and define the data of CM Pattern(s) in detail, considering the inclusion and exclusion criteria, if applicable.",Methodology,english,km
zhang_2020a,zhang_2020a,zhang_2020a_item19,methods,data items,11b,"List and define the data of moxibustion interventions and controls (e.g. sham moxibustion), give details referring to STRICTOM and TIDieR.",Methodology,english,km
zhang_2020a,zhang_2020a,zhang_2020a_item2,title,title,1a,"Statement of the specific type of moxibustion treatment, such as direct moxibustion or heat-sensitive moxibustion.",Title,english,km
zhang_2020a,zhang_2020a,zhang_2020a_item20,methods,data items,11c,"List and define the data of CM Pattern outcome(s), considering the methods and timepoints, if applicable.",Methodology,english,km
zhang_2020a,zhang_2020a,zhang_2020a_item21,methods,risk of bias in individual studies,12,"Describe methods used for assessing risk of bias of individual studies (including specification of whether this was done at the study or outcome level), and how this information is to be used in any data synthesis.",Methodology,english,km
zhang_2020a,zhang_2020a,zhang_2020a_item22,methods,summary measures,13,"State the principal summary measures (e.g., risk ratio, difference in means).",Methodology,english,km
